ScoreID,Student,Instrument,CategoryNew,CategoryGroup,Category,Score
454089,29345,Tuba,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",4
454090,29345,Tuba,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,0
454091,29345,Tuba,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,0
454092,29345,Tuba,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",1
454093,29345,Tuba,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
454094,29345,Tuba,Sight-Reading-Artistry,Sight-Reading,Artistry,1
454188,29384,Tuba,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
454189,29384,Tuba,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8
454190,29384,Tuba,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
454191,29384,Tuba,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
454192,29384,Tuba,Lyrical Etude-Artistry,Lyrical Etude,Artistry,1
454193,29384,Tuba,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",11
454194,29384,Tuba,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
454195,29384,Tuba,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
454196,29384,Tuba,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
454197,29384,Tuba,Technical Etude-Articulation,Technical Etude,Articulation,2
454198,29384,Tuba,Scales-Chromatic,Scales,Chromatic,7
454199,29384,Tuba,Scales-G,Scales,G,2
454200,29384,Tuba,Scales-C,Scales,C,1
454201,29384,Tuba,Scales-F,Scales,F,2
454202,29384,Tuba,Scales-Bb,Scales,Bb,2
454203,29384,Tuba,Scales-Eb,Scales,Eb,0
454204,29384,Tuba,Scales-Ab,Scales,Ab,2
454205,29384,Tuba,Scales-Db,Scales,Db,0
454206,29384,Tuba,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,13
454207,29384,Tuba,Scales-Tone Quality,Scales,Tone Quality,7
454208,29384,Tuba,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
454209,29384,Tuba,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4
454210,29384,Tuba,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4
454211,29384,Tuba,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
454212,29384,Tuba,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
454213,29384,Tuba,Sight-Reading-Artistry,Sight-Reading,Artistry,2
454245,29428,Tuba,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",12
454246,29428,Tuba,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9
454247,29428,Tuba,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
454248,29428,Tuba,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
454249,29428,Tuba,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
454250,29428,Tuba,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
454251,29428,Tuba,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
454252,29428,Tuba,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
454253,29428,Tuba,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
454254,29428,Tuba,Technical Etude-Articulation,Technical Etude,Articulation,2
454255,29428,Tuba,Scales-Chromatic,Scales,Chromatic,8
454256,29428,Tuba,Scales-G,Scales,G,3
454257,29428,Tuba,Scales-C,Scales,C,2
454258,29428,Tuba,Scales-F,Scales,F,2
454259,29428,Tuba,Scales-Bb,Scales,Bb,3
454260,29428,Tuba,Scales-Eb,Scales,Eb,2
454261,29428,Tuba,Scales-Ab,Scales,Ab,2
454262,29428,Tuba,Scales-Db,Scales,Db,2
454263,29428,Tuba,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,14
454264,29428,Tuba,Scales-Tone Quality,Scales,Tone Quality,8
454265,29428,Tuba,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
454266,29428,Tuba,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4
454267,29428,Tuba,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4
454268,29428,Tuba,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
454269,29428,Tuba,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
454270,29428,Tuba,Sight-Reading-Artistry,Sight-Reading,Artistry,2
454302,29450,Euphonium,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",13
454303,29450,Euphonium,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,10
454304,29450,Euphonium,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
454305,29450,Euphonium,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
454306,29450,Euphonium,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
454307,29450,Euphonium,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
454308,29450,Euphonium,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10
454309,29450,Euphonium,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
454310,29450,Euphonium,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
454311,29450,Euphonium,Technical Etude-Articulation,Technical Etude,Articulation,4
454312,29450,Euphonium,Scales-Chromatic,Scales,Chromatic,14
454313,29450,Euphonium,Scales-G,Scales,G,4
454314,29450,Euphonium,Scales-C,Scales,C,0
454315,29450,Euphonium,Scales-F,Scales,F,3
454316,29450,Euphonium,Scales-Bb,Scales,Bb,2
454317,29450,Euphonium,Scales-Eb,Scales,Eb,2
454318,29450,Euphonium,Scales-Ab,Scales,Ab,3
454319,29450,Euphonium,Scales-Db,Scales,Db,0
454320,29450,Euphonium,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,20
454321,29450,Euphonium,Scales-Tone Quality,Scales,Tone Quality,10
454322,29450,Euphonium,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",6
454323,29450,Euphonium,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6
454324,29450,Euphonium,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4
454325,29450,Euphonium,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
454326,29450,Euphonium,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3
454327,29450,Euphonium,Sight-Reading-Artistry,Sight-Reading,Artistry,3
455196,30548,French Horn,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",5
455197,30548,French Horn,Technical Etude-Tone Quality,Technical Etude,Tone Quality,11
455198,30548,French Horn,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6
455199,30548,French Horn,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
455200,30548,French Horn,Technical Etude-Articulation,Technical Etude,Articulation,1
455201,30548,French Horn,Scales-Chromatic,Scales,Chromatic,8
455202,30548,French Horn,Scales-G,Scales,G,3
455203,30548,French Horn,Scales-C,Scales,C,4
455204,30548,French Horn,Scales-F,Scales,F,5
455205,30548,French Horn,Scales-Bb,Scales,Bb,3
455206,30548,French Horn,Scales-Eb,Scales,Eb,0
455207,30548,French Horn,Scales-Ab,Scales,Ab,2
455208,30548,French Horn,Scales-Db,Scales,Db,3
455209,30548,French Horn,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,20
455210,30548,French Horn,Scales-Tone Quality,Scales,Tone Quality,12
455211,30548,French Horn,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",8
455212,30548,French Horn,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
455213,30548,French Horn,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,6
455214,30548,French Horn,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
455215,30548,French Horn,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,4
455216,30548,French Horn,Sight-Reading-Artistry,Sight-Reading,Artistry,1
455217,30552,French Horn,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",15
455218,30552,French Horn,Technical Etude-Tone Quality,Technical Etude,Tone Quality,13
455219,30552,French Horn,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
455220,30552,French Horn,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
455221,30552,French Horn,Technical Etude-Articulation,Technical Etude,Articulation,4
455222,30552,French Horn,Scales-Chromatic,Scales,Chromatic,10
455223,30552,French Horn,Scales-G,Scales,G,4
455224,30552,French Horn,Scales-C,Scales,C,5
455225,30552,French Horn,Scales-F,Scales,F,3
455226,30552,French Horn,Scales-Bb,Scales,Bb,3
455227,30552,French Horn,Scales-Eb,Scales,Eb,5
455228,30552,French Horn,Scales-Ab,Scales,Ab,2
455229,30552,French Horn,Scales-Db,Scales,Db,3
455230,30552,French Horn,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,20
455231,30552,French Horn,Scales-Tone Quality,Scales,Tone Quality,13
455232,30552,French Horn,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",8
455233,30552,French Horn,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,8
455234,30552,French Horn,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
455235,30552,French Horn,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
455236,30552,French Horn,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,4
455237,30552,French Horn,Sight-Reading-Artistry,Sight-Reading,Artistry,2
455238,30594,French Horn,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
455239,30594,French Horn,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10
455240,30594,French Horn,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
455241,30594,French Horn,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
455242,30594,French Horn,Technical Etude-Articulation,Technical Etude,Articulation,2
455243,30594,French Horn,Scales-Chromatic,Scales,Chromatic,12
455244,30594,French Horn,Scales-G,Scales,G,0
455245,30594,French Horn,Scales-C,Scales,C,4
455246,30594,French Horn,Scales-F,Scales,F,3
455247,30594,French Horn,Scales-Bb,Scales,Bb,4
455248,30594,French Horn,Scales-Eb,Scales,Eb,0
455249,30594,French Horn,Scales-Ab,Scales,Ab,0
455250,30594,French Horn,Scales-Db,Scales,Db,0
455251,30594,French Horn,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,25
455252,30594,French Horn,Scales-Tone Quality,Scales,Tone Quality,10
455253,30594,French Horn,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",7
455254,30594,French Horn,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
455255,30594,French Horn,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
455256,30594,French Horn,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
455257,30594,French Horn,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,4
455258,30594,French Horn,Sight-Reading-Artistry,Sight-Reading,Artistry,2
455259,31397,French Horn,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
455260,31397,French Horn,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10
455261,31397,French Horn,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
455262,31397,French Horn,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
455263,31397,French Horn,Technical Etude-Articulation,Technical Etude,Articulation,2
455264,31397,French Horn,Scales-Chromatic,Scales,Chromatic,13
455265,31397,French Horn,Scales-G,Scales,G,5
455266,31397,French Horn,Scales-C,Scales,C,7
455267,31397,French Horn,Scales-F,Scales,F,5
455268,31397,French Horn,Scales-Bb,Scales,Bb,7
455269,31397,French Horn,Scales-Eb,Scales,Eb,4
455270,31397,French Horn,Scales-Ab,Scales,Ab,4
455271,31397,French Horn,Scales-Db,Scales,Db,5
455272,31397,French Horn,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,26
455273,31397,French Horn,Scales-Tone Quality,Scales,Tone Quality,12
455274,31397,French Horn,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",9
455275,31397,French Horn,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6
455276,31397,French Horn,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4
455277,31397,French Horn,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
455278,31397,French Horn,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3
455279,31397,French Horn,Sight-Reading-Artistry,Sight-Reading,Artistry,1
455342,29627,Euphonium,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
455343,29627,Euphonium,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8
455344,29627,Euphonium,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
455345,29627,Euphonium,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
455346,29627,Euphonium,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
455347,29627,Euphonium,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",11
455348,29627,Euphonium,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
455349,29627,Euphonium,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
455350,29627,Euphonium,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
455351,29627,Euphonium,Technical Etude-Articulation,Technical Etude,Articulation,1
455352,29627,Euphonium,Scales-Chromatic,Scales,Chromatic,10
455353,29627,Euphonium,Scales-G,Scales,G,0
455354,29627,Euphonium,Scales-C,Scales,C,0
455355,29627,Euphonium,Scales-F,Scales,F,3
455356,29627,Euphonium,Scales-Bb,Scales,Bb,0
455357,29627,Euphonium,Scales-Eb,Scales,Eb,0
455358,29627,Euphonium,Scales-Ab,Scales,Ab,0
455359,29627,Euphonium,Scales-Db,Scales,Db,0
455360,29627,Euphonium,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,17
455361,29627,Euphonium,Scales-Tone Quality,Scales,Tone Quality,8
455362,29627,Euphonium,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",6
455363,29627,Euphonium,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6
455364,29627,Euphonium,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7
455365,29627,Euphonium,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
455366,29627,Euphonium,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
455367,29627,Euphonium,Sight-Reading-Artistry,Sight-Reading,Artistry,2
455368,29640,Tuba,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",9
455369,29640,Tuba,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7
455370,29640,Tuba,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
455371,29640,Tuba,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
455372,29640,Tuba,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
455373,29640,Tuba,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",8
455374,29640,Tuba,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
455375,29640,Tuba,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,5
455376,29640,Tuba,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
455377,29640,Tuba,Technical Etude-Articulation,Technical Etude,Articulation,2
455378,29640,Tuba,Scales-Chromatic,Scales,Chromatic,0
455379,29640,Tuba,Scales-G,Scales,G,0
455380,29640,Tuba,Scales-C,Scales,C,0
455381,29640,Tuba,Scales-F,Scales,F,1
455382,29640,Tuba,Scales-Bb,Scales,Bb,0
455383,29640,Tuba,Scales-Eb,Scales,Eb,0
455384,29640,Tuba,Scales-Ab,Scales,Ab,0
455385,29640,Tuba,Scales-Db,Scales,Db,0
455386,29640,Tuba,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,10
455387,29640,Tuba,Scales-Tone Quality,Scales,Tone Quality,6
455388,29640,Tuba,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",3
455389,29640,Tuba,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,0
455390,29640,Tuba,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,1
455391,29640,Tuba,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
455392,29640,Tuba,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
455393,29640,Tuba,Sight-Reading-Artistry,Sight-Reading,Artistry,1
455394,29653,Tuba,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
455395,29653,Tuba,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8
455396,29653,Tuba,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
455397,29653,Tuba,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,6
455398,29653,Tuba,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
455399,29653,Tuba,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",11
455400,29653,Tuba,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
455401,29653,Tuba,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
455402,29653,Tuba,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
455403,29653,Tuba,Technical Etude-Articulation,Technical Etude,Articulation,3
455404,29653,Tuba,Scales-Chromatic,Scales,Chromatic,8
455405,29653,Tuba,Scales-G,Scales,G,1
455406,29653,Tuba,Scales-C,Scales,C,2
455407,29653,Tuba,Scales-F,Scales,F,3
455408,29653,Tuba,Scales-Bb,Scales,Bb,2
455409,29653,Tuba,Scales-Eb,Scales,Eb,2
455410,29653,Tuba,Scales-Ab,Scales,Ab,3
455411,29653,Tuba,Scales-Db,Scales,Db,3
455412,29653,Tuba,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,16
455413,29653,Tuba,Scales-Tone Quality,Scales,Tone Quality,8
455414,29653,Tuba,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
455415,29653,Tuba,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,7
455416,29653,Tuba,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7
455417,29653,Tuba,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",6
455418,29653,Tuba,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3
455419,29653,Tuba,Sight-Reading-Artistry,Sight-Reading,Artistry,3
455544,35618,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
455545,35618,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,12
455546,35618,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
455547,35618,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
455548,35618,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
455549,35618,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",15
455550,35618,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,12
455551,35618,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
455552,35618,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
455553,35618,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,3
455554,35618,Oboe,Scales-Chromatic,Scales,Chromatic,13
455555,35618,Oboe,Scales-G,Scales,G,5
455556,35618,Oboe,Scales-C,Scales,C,5
455557,35618,Oboe,Scales-F,Scales,F,8
455558,35618,Oboe,Scales-Bb,Scales,Bb,5
455559,35618,Oboe,Scales-Eb,Scales,Eb,7
455560,35618,Oboe,Scales-Ab,Scales,Ab,4
455561,35618,Oboe,Scales-Db,Scales,Db,7
455562,35618,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,27
455563,35618,Oboe,Scales-Tone Quality,Scales,Tone Quality,12
455564,35618,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",8
455565,35618,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
455566,35618,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
455567,35618,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
455568,35618,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3
455569,35618,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,2
455601,35865,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",18
455602,35865,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,13
455603,35865,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
455604,35865,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
455605,35865,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
455606,35865,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",16
455607,35865,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,12
455608,35865,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
455609,35865,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9
455610,35865,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,3
455611,35865,Oboe,Scales-Chromatic,Scales,Chromatic,13
455612,35865,Oboe,Scales-G,Scales,G,5
455613,35865,Oboe,Scales-C,Scales,C,6
455614,35865,Oboe,Scales-F,Scales,F,5
455615,35865,Oboe,Scales-Bb,Scales,Bb,4
455616,35865,Oboe,Scales-Eb,Scales,Eb,8
455617,35865,Oboe,Scales-Ab,Scales,Ab,5
455618,35865,Oboe,Scales-Db,Scales,Db,7
455619,35865,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,29
455620,35865,Oboe,Scales-Tone Quality,Scales,Tone Quality,11
455621,35865,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",9
455622,35865,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
455623,35865,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
